SMILES,RDKit2D_TPSA,RDKit2D_EState_VSA6,AC2D_90,RDKit2D_BCUT2D_CHGHI,FP_MACCS_66,FP_Morgan1024_r2_138,FP_AtomPair1024_53,RDKit2D_BCUT2D_CHGLO,FP_Morgan1024_r2_798,FP_AtomPair1024_825,FP_AtomPair1024_899,FP_Morgan1024_r2_828,FP_MACCS_115,RDKit2D_SMR_VSA5,FP_AtomPair1024_455,RDKit2D_PEOE_VSA7,AC2D_185,FP_Morgan1024_r2_250,FP_MACCS_149,AC2D_149,RDKit2D_SlogP_VSA5,RDKit2D_EState_VSA10,RDKit2D_VSA_EState8,FP_AtomPair1024_306,FP_TopoTorsion1024_779,FP_MACCS_116,RDKit2D_VSA_EState4,FP_AtomPair1024_1014,FP_AtomPair1024_79,FP_AtomPair1024_354,FP_TopoTorsion1024_472,RDKit2D_BCUT2D_MWLOW,FP_AtomPair1024_863,AC2D_146,FP_Morgan1024_r2_1005,FP_AtomPair1024_911,FP_TopoTorsion1024_169,FP_AtomPair1024_975,FP_Morgan1024_r2_634,FP_TopoTorsion1024_412,FP_AtomPair1024_751,Sol_ESOL_LogS,AC2D_166,FP_MACCS_108,FP_AtomPair1024_623,FP_Morgan1024_r2_305,FP_AtomPair1024_847,FP_Morgan1024_r2_954,RDKit2D_MolLogP,FP_MACCS_141,FP_Morgan1024_r2_28,RDKit2D_VSA_EState2,EState_Mean,RDKit2D_EState_VSA3,FP_MorganFeat1024_r2_600,RDKit2D_SPS,FP_AtomPair1024_687,Pharm2D_Gobbi_216,AC2D_171,Pharm2D_Gobbi_217,FP_TopoTorsion1024_515,FP_MACCS_126,RDKit2D_NHOHCount,RDKit2D_MaxAbsEStateIndex,FP_AtomPair1024_135,RDKit2D_SMR_VSA4,FP_AtomPair1024_755,FP_AtomPair1024_885,RDKit2D_VSA_EState1,FP_AtomPair1024_615,FP_AtomPair1024_986,RDKit2D_SlogP_VSA6,Pharm2D_Gobbi_194,FP_TopoTorsion1024_216,RDKit2D_VSA_EState5,RDKit2D_EState_VSA11,FP_Morgan1024_r2_758,RDKit2D_EState_VSA4,FP_AtomPair1024_334,FP_RDKit512_493,Pharm2D_Gobbi_87,FP_AtomPair1024_583,RDKit2D_VSA_EState10,FP_Morgan1024_r2_895,FP_TopoTorsion1024_336,FP_Morgan1024_r2_19,FP_Morgan1024_r2_231,RDKit2D_NumHDonors,FP_TopoTorsion1024_281,RDKit2D_fr_C_O,FP_Morgan1024_r2_47,FP_Morgan1024_r2_984,Pharm2D_Gobbi_233,FP_AtomPair1024_671,FP_MorganFeat1024_r2_174,Pharm2D_Gobbi_111,FP_Morgan1024_r2_340,FP_AtomPair1024_903,FP_Morgan1024_r2_493,FP_AtomPair1024_70,FP_Morgan1024_r2_58,RDKit2D_Chi3n,FP_Morgan1024_r2_285,FP_AtomPair1024_895,RDKit2D_SMR_VSA7,RDKit2D_HallKierAlpha,AC2D_151,RDKit2D_SMR_VSA10,RDKit2D_Chi2v,AC2D_10,AC2D_53,Pharm2D_Gobbi_128,FP_AtomPair1024_414,FP_AtomPair1024_102,Pharm2D_Gobbi_126,AC2D_30,FP_AtomPair1024_50,RDKit2D_MinEStateIndex,FP_Morgan1024_r2_816,FP_AtomPair1024_331,FP_AtomPair1024_211,FP_AtomPair1024_123,RDKit2D_NumAmideBonds,RDKit2D_NOCount,AC2D_182,Pharm2D_Gobbi_136,FP_AtomPair1024_699,AC2D_51,RDKit2D_VSA_EState9,average,sample_weight
C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC1=O,448.8,0.0,486.54,2.3607082,0.0,0.0,0.0,-2.270996,0.0,0.0,0.0,1.0,0.0,124.55157,1.0,109.079155,0.871,1.0,0.0,0.627,72.53903,71.733795,0.87412393,0.0,0.0,0.0,15.341244,0.0,1.0,1.0,0.0,10.005009,1.0,1.119,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-14.924961,1.131,0.0,0.0,0.0,0.0,1.0,1.3005,0.0,0.0,167.07904,2.6615646,64.19149,0.0,21.612246,0.0,0.0,1.247,0.0,1.0,0.0,18.0,14.99016,1.0,11.467335,1.0,0.0,29.736296,0.0,1.0,109.84699,0.0,0.0,-11.142628,1.9073486e-06,1.0,17.19327,1.0,1.0,0.0,0.0,2.7475786,1.0,1.0,0.0,0.0,16.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.945062,1.0,1.0,154.99261,-10.34,0.703,110.37072,25.619362,4.88,5.748,1.0,0.0,0.0,1.0,5.077,0.0,-2.050488,1.0,0.0,0.0,1.0,10.0,28.0,0.979,1.0,0.0,3.997,0.0,4.168243764792422,0.2762373029977992
C[C@@H]1NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C1=O,419.78,0.0,474.368,2.3947341,0.0,0.0,0.0,-2.2914767,0.0,0.0,0.0,1.0,0.0,130.97238,0.0,104.22461,0.818,1.0,0.0,0.622,79.81722,66.627266,1.0371224,0.0,0.0,0.0,15.13515,0.0,0.0,1.0,0.0,10.00553,1.0,1.116,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-13.70394,1.169,1.0,0.0,0.0,0.0,1.0,0.8584,0.0,0.0,167.29308,2.6451614,70.74279,1.0,22.88172,0.0,1.0,1.27,1.0,0.0,0.0,16.0,14.915478,0.0,11.467335,0.0,0.0,29.620844,0.0,0.0,103.78062,1.0,1.0,-10.094864,1.9073486e-06,1.0,11.126903,1.0,1.0,0.0,0.0,2.8117537,1.0,0.0,1.0,1.0,14.0,1.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.751586,1.0,0.0,142.61072,-9.36,0.72,110.37072,24.877274,4.837,5.612,1.0,0.0,0.0,1.0,5.0162506,1.0,-1.9926434,1.0,0.0,0.0,0.0,10.0,27.0,0.991,1.0,0.0,4.014,0.0,4.168243764792422,0.2762373029977992
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,0.0,490.969,2.4074986,0.0,0.0,0.0,-2.3061416,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,114.997055,0.838,0.0,0.0,0.61,78.45694,57.35018,-0.4090588,0.0,1.0,0.0,15.549267,0.0,0.0,0.0,0.0,10.004757,1.0,1.107,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-15.91522,1.131,0.0,0.0,0.0,0.0,1.0,1.7868,0.0,1.0,170.3595,2.6283333,70.61231,1.0,22.07,0.0,1.0,1.269,1.0,0.0,0.0,17.0,15.038098,0.0,11.467335,1.0,0.0,29.801142,0.0,1.0,109.84699,1.0,1.0,-10.619945,14.383612,1.0,17.19327,0.0,1.0,1.0,0.0,2.7877219,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.013147,0.0,1.0,154.99261,-10.34,0.689,110.37072,26.578743,4.915,5.851,1.0,0.0,0.0,1.0,5.152,1.0,-2.043227,1.0,0.0,0.0,1.0,10.0,28.0,0.979,1.0,0.0,4.073,0.0,4.168243764792422,0.2762373029977992
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)CNC1=O,440.01,30.462313,475.175,2.4072032,0.0,0.0,0.0,-2.3061414,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,102.86433,0.867,0.0,0.0,0.615,78.45694,52.959766,-0.31431088,0.0,1.0,0.0,16.16118,0.0,0.0,0.0,0.0,10.0051985,1.0,1.114,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-15.526458,1.197,0.0,0.0,0.0,0.0,1.0,1.6477,0.0,1.0,170.59734,2.577441,75.998535,1.0,22.161615,0.0,1.0,1.292,1.0,0.0,0.0,17.0,15.042288,0.0,11.467335,1.0,0.0,14.944183,0.0,1.0,114.396774,1.0,1.0,-9.495076,14.383612,1.0,11.126903,0.0,1.0,1.0,0.0,2.8156774,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.958597,0.0,1.0,155.24176,-10.27,0.696,110.37072,26.434422,4.905,5.713,1.0,0.0,0.0,1.0,5.149,1.0,-2.006094,1.0,0.0,0.0,1.0,10.0,28.0,1.064,1.0,0.0,3.881,0.0,4.168243764792422,0.2762373029977992
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,0.0,490.969,2.4074986,0.0,0.0,0.0,-2.3061416,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,114.997055,0.838,0.0,0.0,0.61,78.45694,57.35018,-0.4090588,0.0,1.0,0.0,15.549267,0.0,0.0,0.0,0.0,10.004757,1.0,1.107,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-15.91522,1.131,0.0,0.0,0.0,0.0,1.0,1.7868,0.0,1.0,170.3595,2.6283333,70.61231,1.0,22.07,0.0,1.0,1.269,1.0,0.0,0.0,17.0,15.038098,0.0,11.467335,1.0,0.0,29.801142,0.0,1.0,109.84699,1.0,1.0,-10.619945,14.383612,1.0,17.19327,0.0,1.0,1.0,0.0,2.7877219,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.013147,0.0,1.0,154.99261,-10.34,0.689,110.37072,26.578743,4.915,5.851,1.0,0.0,0.0,1.0,5.152,1.0,-2.043227,1.0,0.0,0.0,1.0,10.0,28.0,0.979,1.0,0.0,4.073,0.0,4.168243764792422,0.2762373029977992
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCNC(=O)CCOCCOCCOCCOCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,506.03,0.0,558.909,2.4861946,1.0,1.0,1.0,-2.370638,1.0,1.0,1.0,0.0,1.0,143.31111,1.0,115.37604,0.842,1.0,0.0,0.735,91.8015,48.56935,3.9710138,1.0,0.0,1.0,13.441775,1.0,1.0,1.0,1.0,9.949338,1.0,1.101,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-17.725803,1.069,1.0,1.0,0.0,1.0,1.0,1.7496,0.0,0.0,185.97316,2.5840394,91.662445,0.0,21.101694,1.0,0.0,1.235,0.0,1.0,1.0,18.0,15.286993,1.0,11.467335,1.0,1.0,41.630676,0.0,1.0,109.84699,0.0,0.0,-11.4927635,27.958979,1.0,17.19327,1.0,1.0,0.0,0.0,2.7414322,1.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.706184,0.0,1.0,154.99261,-11.03,0.728,116.2779,30.195238,5.048,6.386,0.0,1.0,1.0,0.0,5.251,1.0,-2.0762053,1.0,0.0,1.0,1.0,10.75,34.0,0.996,0.0,1.0,4.428,0.0,7.97061622231479,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CCCC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3)cc1,327.46,78.97845,487.033,2.476932,1.0,1.0,1.0,-2.3654227,1.0,1.0,1.0,0.0,1.0,157.46858,1.0,117.09078,0.785,1.0,1.0,0.699,99.600586,47.85324,6.327129,1.0,0.0,1.0,3.4294796,1.0,1.0,1.0,1.0,9.9536295,0.0,0.934,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-17.106281,1.093,1.0,1.0,1.0,1.0,0.0,3.0254,1.0,0.0,147.58636,2.4936595,81.304054,0.0,25.163044,0.0,0.0,1.177,0.0,1.0,1.0,11.0,15.041291,1.0,0.0,0.0,1.0,20.24337,1.0,0.0,103.78062,1.0,0.0,-4.8589873,9.589074,1.0,11.126903,1.0,1.0,1.0,1.0,3.1571643,1.0,1.0,0.0,1.0,11.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.599411,1.0,0.0,142.61072,-8.49,0.61125016,93.49849,25.952864,4.901,5.659,0.0,0.0,1.0,0.0,5.137,0.0,-1.7897961,0.0,1.0,0.0,0.0,10.0,23.0,0.998,0.0,0.0,3.42,1.5015295,7.354577730650908,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,385.92,42.95109,502.663,2.4767656,1.0,1.0,1.0,-2.364233,1.0,1.0,1.0,0.0,1.0,143.81403,1.0,128.84453,0.792,1.0,1.0,0.713,92.30441,42.65458,3.7664983,1.0,0.0,1.0,8.890606,1.0,1.0,1.0,1.0,9.953702,0.0,0.961,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-19.24733,1.106,1.0,1.0,1.0,1.0,0.0,4.0145,1.0,0.0,159.01288,2.5358334,94.22942,0.0,22.84,1.0,0.0,1.176,0.0,1.0,1.0,14.0,15.181997,1.0,5.7336674,0.0,1.0,35.280975,0.0,1.0,109.84699,0.0,0.0,-7.561984,19.178148,0.0,11.126903,1.0,0.0,0.0,1.0,3.123773,0.0,1.0,0.0,0.0,13.0,0.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.691214,1.0,0.0,154.99261,-9.81,0.675,104.46354,27.296272,4.945,5.894,1.0,0.0,1.0,1.0,5.164,1.0,-2.002603,1.0,0.0,0.0,0.0,9.0,26.0,0.942,1.0,0.0,3.579,1.4900863,8.4089353929735,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CCCCC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3)cc1,327.46,85.175285,488.193,2.476944,1.0,1.0,1.0,-2.3654308,1.0,1.0,1.0,0.0,1.0,163.8894,1.0,117.09078,0.78,1.0,1.0,0.705,106.02141,47.85324,6.399897,1.0,0.0,1.0,3.4845765,1.0,1.0,1.0,1.0,9.953607,0.0,0.937,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-17.83189,1.114,1.0,1.0,1.0,1.0,0.0,3.4155,1.0,0.0,147.6985,2.482975,81.304054,0.0,25.150537,0.0,0.0,1.18,0.0,1.0,1.0,11.0,15.086718,1.0,0.0,0.0,1.0,20.274061,1.0,0.0,103.78062,1.0,0.0,-4.674245,9.589074,1.0,11.126903,1.0,1.0,1.0,1.0,3.160087,1.0,1.0,0.0,1.0,11.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.849411,1.0,0.0,142.61072,-8.49,0.61125016,93.49849,26.306416,4.908,5.635,0.0,0.0,1.0,0.0,5.143,0.0,-1.7897961,0.0,1.0,0.0,0.0,10.0,23.0,1.011,0.0,0.0,3.406,1.5042694,8.397940008672037,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]3CCC(=O)NCc4cccc(c4)C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)CCSCc4cccc(c4)CSCCNC(=O)[C@]4(C)CCCN4C2=O)C(=O)N[C@@H](Cc2c[nH]c4ccc(F)cc24)C(=O)N3C)cc1,307.67,85.175285,484.321,2.4791079,1.0,1.0,1.0,-2.3683524,1.0,1.0,1.0,0.0,1.0,151.04776,1.0,110.66996,0.784,1.0,1.0,0.677,93.17976,28.3631,6.634971,0.0,0.0,1.0,3.5166137,1.0,1.0,1.0,1.0,9.95351,0.0,0.918,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-18.106041,1.105,1.0,1.0,1.0,1.0,0.0,3.6316,1.0,0.0,150.5475,2.4614697,81.304054,0.0,25.010754,0.0,0.0,1.182,0.0,0.0,1.0,9.0,15.428214,1.0,0.0,0.0,1.0,26.054941,1.0,0.0,103.78062,0.0,1.0,-4.4838705,23.972687,0.0,16.026814,1.0,1.0,0.0,1.0,3.1743395,1.0,1.0,1.0,1.0,9.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.17282,1.0,0.0,142.61072,-8.49,0.61125016,93.49849,26.203293,4.935,5.821,0.0,0.0,1.0,0.0,5.197,0.0,-1.7897961,0.0,1.0,1.0,0.0,10.0,23.0,1.041,0.0,1.0,3.46,4.139298,7.97469413473523,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CNC(=O)COCCOCCN)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,433.48,42.95109,526.644,2.4772768,1.0,1.0,1.0,-2.364233,1.0,1.0,1.0,0.0,1.0,124.55157,1.0,103.037315,0.816,1.0,1.0,0.722,73.04195,43.058704,3.1315172,1.0,0.0,1.0,8.266508,1.0,1.0,1.0,1.0,9.953702,0.0,0.96,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-16.998123,1.053,1.0,1.0,1.0,1.0,0.0,1.9936,1.0,0.0,172.8727,2.567757,57.47253,0.0,22.056074,1.0,0.0,1.147,0.0,1.0,1.0,15.0,15.248632,1.0,5.7336674,0.0,1.0,41.630676,1.0,1.0,109.84699,0.0,0.0,-9.234226,23.568563,0.0,17.19327,1.0,0.0,0.0,1.0,3.0204656,0.0,1.0,0.0,0.0,14.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.115,1.0,0.0,154.99261,-10.42,0.697,110.37072,28.269526,4.984,6.186,0.0,1.0,1.0,0.0,5.195,0.0,-2.0368438,1.0,1.0,1.0,1.0,10.0,30.0,0.95,0.0,1.0,3.799,1.4825603,8.086186147616283,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN(C)C)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,363.14,42.95109,504.862,2.476907,1.0,1.0,1.0,-2.364233,1.0,1.0,1.0,0.0,1.0,143.81403,1.0,142.93988,0.784,1.0,1.0,0.718,92.30441,38.264164,4.1840806,1.0,0.0,1.0,3.1279151,1.0,1.0,1.0,1.0,9.953702,0.0,0.965,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-20.382631,1.109,1.0,1.0,1.0,1.0,0.0,4.6174,1.0,0.0,161.60757,2.505719,94.22942,0.0,22.686274,1.0,0.0,1.18,0.0,1.0,1.0,12.0,15.212401,1.0,0.0,0.0,1.0,35.35506,1.0,1.0,109.84699,0.0,0.0,-7.426888,23.568563,0.0,11.126903,1.0,0.0,0.0,1.0,3.1438787,0.0,1.0,0.0,0.0,12.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.092417,1.0,0.0,154.99261,-9.81,0.678,104.46354,28.310873,4.959,5.874,1.0,0.0,1.0,1.0,5.182,1.0,-2.0001237,0.0,1.0,1.0,0.0,9.0,26.0,0.959,1.0,0.0,3.552,5.3172936,8.3767507096021,1.1077944442343703
C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cc(F)cc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,385.47,6.066367,514.09,2.4897127,1.0,1.0,1.0,-2.3720326,1.0,1.0,1.0,0.0,1.0,162.88358,1.0,160.74265,0.721,1.0,1.0,0.69,99.95504,52.555645,4.318882,1.0,0.0,1.0,13.267443,1.0,1.0,1.0,0.0,9.949341,1.0,1.047,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-18.034698,1.088,1.0,1.0,0.0,1.0,0.0,3.151,1.0,1.0,153.36394,2.6136363,68.885574,1.0,24.747475,1.0,1.0,1.298,1.0,1.0,0.0,15.0,15.407052,0.0,11.467335,0.0,1.0,41.630676,1.0,0.0,103.78062,1.0,1.0,-9.459189,18.774027,0.0,0.0,1.0,1.0,1.0,1.0,2.5084972,0.0,1.0,1.0,1.0,13.0,1.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,18.154968,1.0,1.0,142.61072,-9.13,0.677,104.40142,27.737904,4.968,6.114,1.0,0.0,1.0,1.0,5.194,1.0,-1.7932026,1.0,0.0,0.0,1.0,10.0,25.0,0.923,1.0,1.0,4.379,0.0,7.958607314841775,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCC(=O)O)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,397.2,42.95109,516.857,2.476933,1.0,1.0,1.0,-2.364233,1.0,1.0,1.0,0.0,1.0,150.23485,1.0,115.87895,0.815,1.0,1.0,0.717,98.725235,52.555645,3.3604543,1.0,0.0,1.0,2.8907824,1.0,1.0,1.0,1.0,9.953702,0.0,0.962,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-20.261683,1.071,1.0,1.0,1.0,1.0,0.0,4.5305,1.0,0.0,170.57553,2.5906863,68.4222,0.0,22.578432,1.0,0.0,1.148,0.0,1.0,1.0,13.0,15.18721,1.0,0.0,0.0,1.0,35.304325,1.0,1.0,109.84699,0.0,0.0,-9.197489,19.178148,0.0,11.126903,1.0,0.0,0.0,1.0,3.0575092,0.0,1.0,0.0,0.0,13.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.877731,1.0,0.0,154.99261,-10.3,0.671,110.432846,27.651337,4.957,6.008,0.0,0.0,1.0,0.0,5.177,0.0,-2.0240257,0.0,0.0,0.0,0.0,9.0,27.0,0.964,0.0,0.0,3.698,1.4837253,7.066512712151295,1.1077944442343703
CO[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,374.47,31.45016,491.171,2.4896793,1.0,1.0,1.0,-2.3729272,1.0,0.0,1.0,0.0,1.0,149.918,1.0,141.68617,0.767,1.0,1.0,0.694,93.0313,47.44912,2.788481,0.0,0.0,1.0,14.300246,1.0,1.0,1.0,0.0,9.949301,0.0,1.054,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-17.994362,1.131,1.0,1.0,0.0,1.0,1.0,3.2775,1.0,1.0,153.4973,2.5382652,81.56199,1.0,24.102041,1.0,1.0,1.31,1.0,0.0,1.0,14.0,15.437169,1.0,11.467335,0.0,1.0,35.52275,1.0,0.0,103.78062,1.0,1.0,-7.2927566,14.383612,1.0,11.126903,1.0,1.0,1.0,0.0,2.8418288,1.0,0.0,1.0,1.0,12.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,18.177658,0.0,0.0,142.61072,-9.06,0.681,104.40142,27.3368,4.956,5.881,1.0,0.0,0.0,1.0,5.18,1.0,-1.7897961,1.0,1.0,0.0,0.0,10.0,25.0,0.982,1.0,1.0,4.095,1.3076277,7.995678626217357,1.1077944442343703
